Regional,Nivel,Programa,Total,Estrato,Ano,Periodo
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),6,1,2019,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),16,2,2019,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),44,2,2019,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),30,3,2019,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),59,3,2019,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),3,4,2019,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),4,4,2019,2
Bogotá,PREGRADO,CONTADURIA PUBLICA (BOGOTA),1,6,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),11,1,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),6,2,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),102,2,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),9,3,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),45,3,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),3,4,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),1,6,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),3,1,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),3,2,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),57,2,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),3,3,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),40,3,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),4,4,2019,2
Campus Nueva Granada,PREGRADO,CONTADURIA PUBLICA (CAMPUS NG CAJICÁ),1,5,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),10,1,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),42,1,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),52,2,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),214,2,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),113,3,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),412,3,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),31,4,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),79,4,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),6,5,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),10,5,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),1,6,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),6,6,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),1,N,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),7,1,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),27,1,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),37,2,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),154,2,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),98,3,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),291,3,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),22,4,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),56,4,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),4,5,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),23,5,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),3,6,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),2,N,2019,2
Bogotá,PREGRADO,DERECHO (BOGOTA),2,N,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),62,1,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),28,2,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),337,2,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),64,3,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),290,3,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),12,4,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),48,4,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),2,5,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),2,6,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),2,N,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),22,1,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),20,2,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),190,2,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),32,3,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),195,3,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),13,4,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),35,4,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),3,5,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),1,6,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),2,6,2019,2
Campus Nueva Granada,PREGRADO,DERECHO (CAMPUS NG CAJICÁ),2,N,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),1,1,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),5,1,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),11,2,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),50,2,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),21,3,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),74,3,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),5,4,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),8,4,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),5,1,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),12,2,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),53,2,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),29,3,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),117,3,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),13,4,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),6,5,2019,2
Bogotá,PREGRADO,ECONOMIA (BOGOTA),2,6,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),7,1,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),1,2,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),36,2,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),2,3,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),26,3,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),2,4,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),6,4,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),8,1,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),48,2,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),3,3,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),46,3,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),1,4,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),12,4,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,PREGRADO,ECONOMIA (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),9,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),10,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),74,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),19,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),66,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),6,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),8,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),6,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),38,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),9,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),29,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),2,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),5,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA  AMBIENTAL (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),6,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),5,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),41,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),23,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),1,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),39,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),5,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),14,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),3,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),1,6,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),4,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),4,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),22,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),14,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),40,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),3,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),7,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA BIOMEDICA (CAMPUS NG CAJICÁ),1,5,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),13,1,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),21,2,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),69,2,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),41,3,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),109,3,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),8,4,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),23,4,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),1,5,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),3,5,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),1,6,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),1,1,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),19,1,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),46,2,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),113,2,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),84,3,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),228,3,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),16,4,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),50,4,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),1,5,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),11,5,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),1,6,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),2,6,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),1,N,2019,2
Bogotá,PREGRADO,INGENIERIA CIVIL (BOGOTA),1,N,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),11,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),5,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),49,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),9,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),56,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),3,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),13,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),16,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),10,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),146,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),9,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),128,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),2,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),21,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),3,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA CIVIL (CAMPUS NG CAJICÁ),1,6,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),1,1,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),3,1,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),3,2,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),18,2,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),9,3,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),44,3,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),4,4,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),17,4,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),1,5,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),1,5,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),5,1,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),4,2,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),51,2,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),41,3,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),143,3,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),9,4,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),39,4,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),1,5,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),3,5,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),1,6,2019,2
Bogotá,PREGRADO,INGENIERIA EN MULTIMEDIA (BOGOTA),3,6,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),3,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),21,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),4,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),21,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),1,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),2,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),1,6,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),2,N,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),6,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),5,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),52,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),6,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),71,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),1,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),23,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),2,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA EN MULTIMEDIA (CAMPUS NG CAJICÁ),1,N,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),1,1,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),3,2,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),8,2,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),5,3,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),10,3,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),3,4,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),2,1,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),2,1,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),8,2,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),28,2,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),33,3,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),41,3,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),2,4,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),7,4,2019,2
Bogotá,PREGRADO,INGENIERIA EN TELECOMUNICACIONES (BOGOTA),1,6,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),1,1,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),10,1,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),17,2,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),67,2,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),40,3,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),159,3,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),6,4,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),35,4,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),1,5,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),2,1,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),11,1,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),13,2,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),58,2,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),39,3,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),158,3,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),10,4,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),53,4,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),1,5,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),5,5,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),1,6,2019,2
Bogotá,PREGRADO,INGENIERIA INDUSTRIAL (BOGOTA),3,6,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),20,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),4,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),94,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),16,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),85,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),5,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),16,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),1,6,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),1,6,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),4,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),14,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),5,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),126,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),11,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),95,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),1,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),32,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA INDUSTRIAL (CAMPUS NG CAJICÁ),3,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),2,1,2019,2
