Regional,Nivel,Programa,Total,Estrato,Ano,Periodo
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),1,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),7,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),1,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),8,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),1,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),1,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),1,6,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),1,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),9,1,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),3,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),39,2,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),10,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),45,3,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),1,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),10,4,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),2,5,2019,2
Campus Nueva Granada,PREGRADO,INGENIERIA MECATRONICA (CAJICA CAMPUS NG),1,N,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),1,1,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),7,1,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),4,2,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),28,2,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),12,3,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),65,3,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),4,4,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),21,4,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),1,5,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),4,5,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),1,6,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),2,1,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),30,1,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),31,2,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),156,2,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),60,3,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),307,3,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),12,4,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),95,4,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),1,5,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),4,5,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),3,6,2019,2
Bogotá,PREGRADO,INGENIERIA MECATRÓNICA (BOGOTA),2,N,2019,2
Bogotá,PREGRADO,MEDICINA,2,1,2019,2
Bogotá,PREGRADO,MEDICINA,8,1,2019,2
Bogotá,PREGRADO,MEDICINA,13,2,2019,2
Bogotá,PREGRADO,MEDICINA,43,2,2019,2
Bogotá,PREGRADO,MEDICINA,66,3,2019,2
Bogotá,PREGRADO,MEDICINA,131,3,2019,2
Bogotá,PREGRADO,MEDICINA,40,4,2019,2
Bogotá,PREGRADO,MEDICINA,88,4,2019,2
Bogotá,PREGRADO,MEDICINA,6,5,2019,2
Bogotá,PREGRADO,MEDICINA,24,5,2019,2
Bogotá,PREGRADO,MEDICINA,1,6,2019,2
Bogotá,PREGRADO,MEDICINA,6,6,2019,2
Bogotá,PREGRADO,MEDICINA,3,1,2019,2
Bogotá,PREGRADO,MEDICINA,4,1,2019,2
Bogotá,PREGRADO,MEDICINA,6,2,2019,2
Bogotá,PREGRADO,MEDICINA,23,2,2019,2
Bogotá,PREGRADO,MEDICINA,38,3,2019,2
Bogotá,PREGRADO,MEDICINA,69,3,2019,2
Bogotá,PREGRADO,MEDICINA,26,4,2019,2
Bogotá,PREGRADO,MEDICINA,53,4,2019,2
Bogotá,PREGRADO,MEDICINA,6,5,2019,2
Bogotá,PREGRADO,MEDICINA,19,5,2019,2
Bogotá,PREGRADO,MEDICINA,1,6,2019,2
Bogotá,PREGRADO,MEDICINA,4,6,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),2,1,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),8,1,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),19,2,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),52,2,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),42,3,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),122,3,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),13,4,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),26,4,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),4,5,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),5,1,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),9,2,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),30,2,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),29,3,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),67,3,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),12,4,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),18,4,2019,2
Bogotá,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (BOGOTA),3,5,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),4,1,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),9,2,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),49,2,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),11,3,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),47,3,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),5,4,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),14,4,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),2,5,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),3,5,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),1,N,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),1,1,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),3,1,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),4,2,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),38,2,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),8,3,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),38,3,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),4,4,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),6,4,2019,2
Campus Nueva Granada,PREGRADO,RELACIONES INTERNACIONALES Y ESTUDIOS POLITICOS (CAMPUS NG CAJICÁ),3,5,2019,2
Bogotá,PREMEDICO,CURSO DE PRE INGENIERÍA,1,3,2019,2
Bogotá,PREMEDICO,CURSO DE PRE INGENIERÍA,1,4,2019,2
Bogotá,PREMEDICO,CURSO DE PRE INGENIERÍA,1,2,2019,2
Bogotá,PREMEDICO,CURSO DE PRE INGENIERÍA,1,2,2019,2
Bogotá,PREMEDICO,CURSO DE PRE INGENIERÍA,1,3,2019,2
Bogotá,PREMEDICO,CURSO DE PRE INGENIERÍA,2,3,2019,2
Bogotá,PREMEDICO,CURSO DE PRE INGENIERÍA,3,4,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),3,1,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),3,2,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),12,2,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),10,3,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),25,3,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),5,4,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),13,4,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),1,6,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),1,1,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),4,2,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),7,3,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),5,3,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),4,4,2019,2
Campus Nueva Granada,PREMEDICO,PREMEDICO (CAMPUS NG CAJICÁ),3,5,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),4,1,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),3,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),28,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),2,3,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),14,3,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),2,4,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),1,5,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),6,1,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),9,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),18,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),2,3,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),16,3,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),1,4,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN ATENCION PREHOSPITALARIA (CAMPUS NG CAJICÁ),1,N,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),4,1,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),1,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),6,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),4,3,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),1,1,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),11,1,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),3,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),24,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),3,3,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN CONTABILIDAD Y TRIBUTARIA (CAMPUS NG CAJICÁ),10,3,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),1,1,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),1,2,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),4,2,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),4,3,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),1,1,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),3,2,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),18,2,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),5,3,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),18,3,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),3,4,2019,2
Bogotá,TECNOLOGIA,TECNOLOGIA EN ELECTRONICA Y COMUNICACIONES (BOGOTA),1,6,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN GESTION Y PRODUCCION HORTICOLA (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN GESTION Y PRODUCCION HORTICOLA (CAMPUS NG CAJICÁ),1,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN GESTION Y PRODUCCION HORTICOLA (CAMPUS NG CAJICÁ),2,3,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN GESTION Y PRODUCCION HORTICOLA (CAMPUS NG CAJICÁ),2,1,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN GESTION Y PRODUCCION HORTICOLA (CAMPUS NG CAJICÁ),24,1,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN GESTION Y PRODUCCION HORTICOLA (CAMPUS NG CAJICÁ),3,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN GESTION Y PRODUCCION HORTICOLA (CAMPUS NG CAJICÁ),24,2,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN GESTION Y PRODUCCION HORTICOLA (CAMPUS NG CAJICÁ),2,3,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN GESTION Y PRODUCCION HORTICOLA (CAMPUS NG CAJICÁ),14,3,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN GESTION Y PRODUCCION HORTICOLA (CAMPUS NG CAJICÁ),1,4,2019,2
Campus Nueva Granada,TECNOLOGIA,TECNOLOGIA EN HORTICULTURA (CAMPUS NG CAJICÁ),1,4,2019,2
Bogotá,COTERMINALES,COTERMINALES,1,1,2019,1
Bogotá,COTERMINALES,COTERMINALES,4,2,2019,1
Bogotá,COTERMINALES,COTERMINALES,1,2,2019,1
Bogotá,COTERMINALES,COTERMINALES,2,3,2019,1
Bogotá,COTERMINALES,COTERMINALES,2,3,2019,1
Bogotá,COTERMINALES,COTERMINALES,1,4,2019,1
Bogotá,COTERMINALES,COTERMINALES,1,1,2019,1
Bogotá,COTERMINALES,COTERMINALES,2,1,2019,1
Bogotá,COTERMINALES,COTERMINALES,5,2,2019,1
Bogotá,COTERMINALES,COTERMINALES,10,2,2019,1
Bogotá,COTERMINALES,COTERMINALES,3,3,2019,1
Bogotá,COTERMINALES,COTERMINALES,8,3,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),2,1,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),26,1,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),59,2,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),222,2,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),102,3,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),252,3,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),14,4,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),42,4,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),1,5,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),8,5,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),3,6,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),3,1,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),27,1,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),47,2,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),135,2,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),84,3,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),185,3,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),10,4,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),39,4,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),2,5,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),1,5,2019,1
Bogotá,CURSOS,CENTRO DE IDIOMAS (DISTANCIA),1,N,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,1,2,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,1,3,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,5,3,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,1,4,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,3,4,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,1,N,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,1,1,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,2,2,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,1,2,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,1,3,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,7,3,2019,1
Campus Nueva Granada,CURSOS,CURSO ACTUALIZACIÓN FAEDIS,2,4,2019,1
Campus Nueva Granada,CURSOS,CURSO DE ACTUALIZACIÓN RIEP DISTANCIA,2,2,2019,1
Campus Nueva Granada,CURSOS,CURSO DE ACTUALIZACIÓN RIEP DISTANCIA,1,3,2019,1
Campus Nueva Granada,CURSOS,CURSO DE ACTUALIZACIÓN RIEP DISTANCIA,2,3,2019,1
Campus Nueva Granada,CURSOS,CURSO DE ACTUALIZACIÓN RIEP DISTANCIA,1,3,2019,1
Campus Nueva Granada,CURSOS,CURSO DE ACTUALIZACIÓN RIEP DISTANCIA,1,4,2019,1
Bogotá,CURSOS,CURSO MICROSOFT EXCEL INTERMEDIO MODALIDAD PRESENCIAL,1,2,2019,1
Bogotá,CURSOS,CURSO MICROSOFT EXCEL INTERMEDIO MODALIDAD PRESENCIAL,4,2,2019,1
Bogotá,CURSOS,CURSO MICROSOFT EXCEL INTERMEDIO MODALIDAD PRESENCIAL,1,3,2019,1
Bogotá,CURSOS,CURSO MICROSOFT EXCEL INTERMEDIO MODALIDAD PRESENCIAL,1,4,2019,1
Bogotá,CURSOS,CURSO MICROSOFT EXCEL INTERMEDIO MODALIDAD PRESENCIAL,1,3,2019,1
Bogotá,CURSOS,CURSO MICROSOFT EXCEL INTERMEDIO MODALIDAD PRESENCIAL,1,4,2019,1
Bogotá,CURSOS,CURSO MICROSOFT EXCEL INTERMEDIO MODALIDAD PRESENCIAL,1,4,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,1,1,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,2,2,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,3,3,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,5,3,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,4,4,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,1,5,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,2,2,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,2,3,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,6,3,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,1,4,2019,1
Bogotá,CURSOS,FRANCÉS EXTENSIÓN,4,4,2019,1
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,1,2019,1
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),2,2,2019,1
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,3,2019,1
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),5,3,2019,1
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,6,2019,1
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,2,2019,1
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),7,2,2019,1
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,3,2019,1
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),2,3,2019,1
Bogotá,CURSOS,INGLES FACULTAD (SEMESTRAL),1,4,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),3,2,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,3,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,3,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,4,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,5,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,2,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,3,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,4,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,5,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL CAJICA),1,6,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),1,2,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),3,2,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),3,3,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),10,3,2019,1
Bogotá,CURSOS,INGLES INTENSIVO (TRIMESTRAL),3,4,2019,1
